,meetings,dates,May I take it that the assembly wishes to take note of those items that remain open for consideration,The agenda was adopted,appoint a committee,I have been authorized to make the following statement on behalf of the committee,May I take it that the draft report as corrected is adopted by the council,point of order,amendment,A paragraph-by-paragraph vote on the draft resolution,refer the matter,postpone discussion to,postpone discussion indefinitely,The meeting was suspended,the meeting is adjourned,To withdraw the draft resolution,"In conformity with the usual practice, I propose, with consent of the council, to invite those representatives to participate in discussion",It is my understanding that the security council is ready to vote on the draft resolution before it,peacekeeping,peacemaking,sanctions,The draft resolution has been adopted,The draft resolution has not been adopted
1100,pdf?symbol=en%2FS%2FPV.8212,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1101,pdf?symbol=en%2FS%2FPV.3350,1994,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,4,1,0
1102,pdf?symbol=en%2FS%2FPV.7407,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1103,pdf?symbol=en%2FS%2FPV.7552,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1104,pdf?symbol=en%2FS%2FPV.3664,1996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1105,pdf?symbol=en%2FS%2FPV.3372,1994,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
1106,pdf?symbol=en%2FS%2FPV.5768,2007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1107,pdf?symbol=en%2FS%2FPV.5028,2004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1108,pdf?symbol=en%2FS%2FPV.5911,2008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1109,pdf?symbol=en%2FS%2FPV.6752,2012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110,pdf?symbol=en%2FS%2FPV.4294,2001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1111,pdf?symbol=en%2FS%2FPV.4019,1999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,pdf?symbol=en%2FS%2FPV.8470,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
1113,pdf?symbol=en%2FS%2FPV.8258,2018,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1114,pdf?symbol=en%2FS%2FPV.6025,2008,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1115,pdf?symbol=en%2FS%2FPV.8379,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1116,pdf?symbol=en%2FS%2FPV.4034,1999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1117,pdf?symbol=en%2FS%2FPV.5150,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1118,pdf?symbol=en%2FS%2FPV.5952,2008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
1119,pdf?symbol=en%2FS%2FPV.4666,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1120,pdf?symbol=en%2FS%2FPV.5341,2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1121,pdf?symbol=en%2FS%2FPV.4684,2003,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,20,2,1,0,0
1122,pdf?symbol=en%2FS%2FPV.5264,2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,0,0
1123,pdf?symbol=en%2FS%2FPV.6565,2011,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1124,pdf?symbol=en%2FS%2FPV.4249,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
1125,pdf?symbol=en%2FS%2FPV.5227,2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1126,pdf?symbol=en%2FS%2FPV.3731,1997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1127,pdf?symbol=en%2FS%2FPV.4205,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1128,pdf?symbol=en%2FS%2FPV.6067,2009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1129,pdf?symbol=en%2FS%2FPV.5252,2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1130,pdf?symbol=en%2FS%2FPV.5457,2006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,14,0,0,0,0
1131,pdf?symbol=en%2FS%2FPV.7535,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1132,pdf?symbol=en%2FS%2FPV.5876,2008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1133,pdf?symbol=en%2FS%2FPV.3673,1996,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1134,pdf?symbol=en%2FS%2FPV.5787,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1135,pdf?symbol=en%2FS%2FPV.7224,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1136,pdf?symbol=en%2FS%2FPV.4595,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1137,pdf?symbol=en%2FS%2FPV.3440,1994,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1138,pdf?symbol=en%2FS%2FPV.8200,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1139,pdf?symbol=en%2FS%2FPV.4202,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1140,pdf?symbol=en%2FS%2FPV.6003,2008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0
1141,pdf?symbol=en%2FS%2FPV.7735,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1142,pdf?symbol=en%2FS%2FPV.3513,1995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1143,pdf?symbol=en%2FS%2FPV.3412,1994,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1144,pdf?symbol=en%2FS%2FPV.4452,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1145,pdf?symbol=en%2FS%2FPV.7849,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1146,pdf?symbol=en%2FS%2FPV.7371,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1147,pdf?symbol=en%2FS%2FPV.7772,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1148,pdf?symbol=en%2FS%2FPV.4664,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1149,pdf?symbol=en%2FS%2FPV.8185,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,13,0,0
1150,pdf?symbol=en%2FS%2FPV.6087,2009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1151,pdf?symbol=en%2FS%2FPV.5536,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1152,pdf?symbol=en%2FS%2FPV.5960,2008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1153,pdf?symbol=en%2FS%2FPV.8420,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,0
1154,pdf?symbol=en%2FS%2FPV.6756,2012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,1,0
1155,pdf?symbol=en%2FS%2FPV.8118,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0
1156,pdf?symbol=en%2FS%2FPV.4645,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1157,pdf?symbol=en%2FS%2FPV.5667,2007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,7,0,0
1158,pdf?symbol=en%2FS%2FPV.5035,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1159,pdf?symbol=en%2FS%2FPV.5580,2006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1160,pdf?symbol=en%2FS%2FPV.3382,1994,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1161,pdf?symbol=en%2FS%2FPV.7046,2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1162,pdf?symbol=en%2FS%2FPV.8188,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1163,pdf?symbol=en%2FS%2FPV.6248,2009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1164,pdf?symbol=en%2FS%2FPV.6049,2008,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
1165,pdf?symbol=en%2FS%2FPV.5049,2004,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1166,pdf?symbol=en%2FS%2FPV.7691,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
1167,pdf?symbol=en%2FS%2FPV.7886,2017,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,15,1,11,0,0
1168,pdf?symbol=en%2FS%2FPV.4408,2001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1169,pdf?symbol=en%2FS%2FPV.7634,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1170,pdf?symbol=en%2FS%2FPV.5287,2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1171,pdf?symbol=en%2FS%2FPV.3642,1996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1172,pdf?symbol=en%2FS%2FPV.5436,2006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1173,pdf?symbol=en%2FS%2FPV.7966,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
1174,pdf?symbol=en%2FS%2FPV.4081,1999,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,73,4,26,0,0
1175,pdf?symbol=en%2FS%2FPV.8515,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1176,pdf?symbol=en%2FS%2FPV.5619,2007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1177,pdf?symbol=en%2FS%2FPV.4809,2003,3,1,0,3,3,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1178,pdf?symbol=en%2FS%2FPV.7487,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
1179,pdf?symbol=en%2FS%2FPV.5294,2005,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,56,4,0,0,0
1180,pdf?symbol=en%2FS%2FPV.5064,2004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1181,pdf?symbol=en%2FS%2FPV.8165,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1182,pdf?symbol=en%2FS%2FPV.5144,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1183,pdf?symbol=en%2FS%2FPV.3975,1999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1184,pdf?symbol=en%2FS%2FPV.5637,2007,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0
1185,pdf?symbol=en%2FS%2FPV.6255,2010,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0
1186,pdf?symbol=en%2FS%2FPV.3367,1994,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,24,3,0
1187,pdf?symbol=en%2FS%2FPV.4351,2001,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,10,0,0,0,0
1188,pdf?symbol=en%2FS%2FPV.6629,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1189,pdf?symbol=en%2FS%2FPV.6677,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1190,pdf?symbol=en%2FS%2FPV.7221,2014,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1191,pdf?symbol=en%2FS%2FPV.4247,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1192,pdf?symbol=en%2FS%2FPV.6683,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1193,pdf?symbol=en%2FS%2FPV.4623,2002,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,0,30,0,0
1194,pdf?symbol=en%2FS%2FPV.4306,2001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1195,pdf?symbol=en%2FS%2FPV.4168,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,32,1,0
1196,pdf?symbol=en%2FS%2FPV.4144,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1197,pdf?symbol=en%2FS%2FPV.7793,2016,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,132,12,4,0,0
1198,pdf?symbol=en%2FS%2FPV.5228,2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0
1199,pdf?symbol=en%2FS%2FPV.5496,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,pdf?symbol=en%2FS%2FPV.5646,2007,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2,1,1
1201,pdf?symbol=en%2FS%2FPV.5731,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1202,pdf?symbol=en%2FS%2FPV.7455,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1203,pdf?symbol=en%2FS%2FPV.3518,1995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1204,pdf?symbol=en%2FS%2FPV.6223,2009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1205,pdf?symbol=en%2FS%2FPV.8159,2018,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0
1206,pdf?symbol=en%2FS%2FPV.8547,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0
1207,pdf?symbol=en%2FS%2FPV.7853,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
1208,pdf?symbol=en%2FS%2FPV.5459,2006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1209,pdf?symbol=en%2FS%2FPV.4151,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1210,pdf?symbol=en%2FS%2FPV.8671,2019,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1211,pdf?symbol=en%2FS%2FPV.6073,2009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1212,pdf?symbol=en%2FS%2FPV.5402,2006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1213,pdf?symbol=en%2FS%2FPV.8666,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0
1214,pdf?symbol=en%2FS%2FPV.4349,2001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1215,pdf?symbol=en%2FS%2FPV.4183,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1216,pdf?symbol=en%2FS%2FPV.4445,2001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,13,0,0
1217,pdf?symbol=en%2FS%2FPV.6546,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1218,pdf?symbol=en%2FS%2FPV.3447,1994,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0
1219,pdf?symbol=en%2FS%2FPV.5573,2006,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,19,0,7,0,0
1220,pdf?symbol=en%2FS%2FPV.6942,2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1221,pdf?symbol=en%2FS%2FPV.7890,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1222,pdf?symbol=en%2FS%2FPV.8531,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1223,pdf?symbol=en%2FS%2FPV.6425,2010,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,2,3,0,1,0,0
1224,pdf?symbol=en%2FS%2FPV.8460,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
1225,pdf?symbol=en%2FS%2FPV.5452,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1226,pdf?symbol=en%2FS%2FPV.7813,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
1227,pdf?symbol=en%2FS%2FPV.7207,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1228,pdf?symbol=en%2FS%2FPV.4201,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1229,pdf?symbol=en%2FS%2FPV.6500,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1230,pdf?symbol=en%2FS%2FPV.3660,1996,2,1,0,2,2,0,0,0,0,0,0,0,0,0,3,1,0,0,37,1,0
1231,pdf?symbol=en%2FS%2FPV.7105,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,1,0,0
1232,pdf?symbol=en%2FS%2FPV.6765,2012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,17,0,0
1233,pdf?symbol=en%2FS%2FPV.7948,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1234,pdf?symbol=en%2FS%2FPV.7090,2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0
1235,pdf?symbol=en%2FS%2FPV.5098,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1236,pdf?symbol=en%2FS%2FPV.6335,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,32,1,0
1237,pdf?symbol=en%2FS%2FPV.5891,2008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1238,pdf?symbol=en%2FS%2FPV.7428,2015,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,66,3,22,0,0
1239,pdf?symbol=en%2FS%2FPV.7702,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0
1240,pdf?symbol=en%2FS%2FPV.7841,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1241,pdf?symbol=en%2FS%2FPV.6300,2010,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,43,1,9,0,0
1242,pdf?symbol=en%2FS%2FPV.7930,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0
1243,pdf?symbol=en%2FS%2FPV.8614,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0
1244,pdf?symbol=en%2FS%2FPV.4382,2001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1245,pdf?symbol=en%2FS%2FPV.5149,2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1246,pdf?symbol=en%2FS%2FPV.6956,2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
1247,pdf?symbol=en%2FS%2FPV.4039,1999,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,0
1248,pdf?symbol=en%2FS%2FPV.3351,1994,1,1,0,1,1,0,0,3,0,0,0,0,0,0,1,1,1,0,0,1,0
1249,pdf?symbol=en%2FS%2FPV.5747,2007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1250,pdf?symbol=en%2FS%2FPV.4318,2001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1251,pdf?symbol=en%2FS%2FPV.7107,2014,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,12,1,0
1252,pdf?symbol=en%2FS%2FPV.7675,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1253,pdf?symbol=en%2FS%2FPV.3476,1994,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1254,pdf?symbol=en%2FS%2FPV.3464,1994,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1255,pdf?symbol=en%2FS%2FPV.7235,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
1256,pdf?symbol=en%2FS%2FPV.3918,1998,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
1257,pdf?symbol=en%2FS%2FPV.6437,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1258,pdf?symbol=en%2FS%2FPV.6749,2012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1259,pdf?symbol=en%2FS%2FPV.3537,1995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1260,pdf?symbol=en%2FS%2FPV.8172,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1261,pdf?symbol=en%2FS%2FPV.5076,2004,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,27,0,0,0,0
1262,pdf?symbol=en%2FS%2FPV.3826,1997,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,25,2,1
1263,pdf?symbol=en%2FS%2FPV.8289,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1264,pdf?symbol=en%2FS%2FPV.7208,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
1265,pdf?symbol=en%2FS%2FPV.8496,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,1,0
1266,pdf?symbol=en%2FS%2FPV.6171,2009,0,1,0,0,2,0,0,0,0,0,0,1,0,0,2,2,2,0,0,0,0
1267,pdf?symbol=en%2FS%2FPV.7352,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,22,0,0
1268,pdf?symbol=en%2FS%2FPV.3419,1994,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1269,pdf?symbol=en%2FS%2FPV.7524,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1270,pdf?symbol=en%2FS%2FPV.6321,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1271,pdf?symbol=en%2FS%2FPV.5940,2008,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0
1272,pdf?symbol=en%2FS%2FPV.3426,1994,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1273,pdf?symbol=en%2FS%2FPV.3418,1994,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1274,pdf?symbol=en%2FS%2FPV.4893,2004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1275,pdf?symbol=en%2FS%2FPV.6134,2009,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
1276,pdf?symbol=en%2FS%2FPV.6759,2012,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,12,0,0,0,0
1277,pdf?symbol=en%2FS%2FPV.6349,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1278,pdf?symbol=en%2FS%2FPV.6734,2012,0,1,0,0,2,1,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0
1279,pdf?symbol=en%2FS%2FPV.5998,2008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1280,pdf?symbol=en%2FS%2FPV.8255,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1281,pdf?symbol=en%2FS%2FPV.6232,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1282,pdf?symbol=en%2FS%2FPV.5602,2006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1283,pdf?symbol=en%2FS%2FPV.8665,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
1284,pdf?symbol=en%2FS%2FPV.6528,2011,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
1285,pdf?symbol=en%2FS%2FPV.6209,2009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,1,0
1286,pdf?symbol=en%2FS%2FPV.5949,2008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1287,pdf?symbol=en%2FS%2FPV.8598,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288,pdf?symbol=en%2FS%2FPV.4713,2003,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,303,0,0
1289,pdf?symbol=en%2FS%2FPV.5836,2008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1290,pdf?symbol=en%2FS%2FPV.3760,1997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1291,pdf?symbol=en%2FS%2FPV.4029,1999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1,0
1292,pdf?symbol=en%2FS%2FPV.4850,2003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1293,pdf?symbol=en%2FS%2FPV.6474,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1294,pdf?symbol=en%2FS%2FPV.7199,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0
